Feature,Importance
fnlwgt,0.2618052877390738
age,0.1842678487630679
hours-per-week,0.1063389428114428
occupation,0.08865135828167521
education-num,0.05495799008475344
relationship,0.05398442904101145
capital-gain,0.05195903718266526
workclass,0.04850110806139028
education,0.03598643830859119
marital-status,0.03251658889329991
