RMSE,MAE,R2,time,cpu_before(%),cpu_after(%),cpu_occupied(%),memory_used(MB)
0.5704622282379035,0.42146923076923076,0.5348189803556702,1.7792844772338867,24.2,93.5,69.3,228.47265625
