RMSE,MAE,R2,time,cpu_before(%),cpu_after(%),cpu_occupied(%),memory_used(MB)
0.6068811739245108,0.44976717233657837,0.473527729511261,0.5451128482818604,31.9,99.7,67.80000000000001,169.23828125
