Feature,Importance
alcohol,0.3361987471580505
volatile_acidity,0.1028051376342773
free_sulfur_dioxide,0.08656991273164749
sulphates,0.07904662191867828
residual_sugar,0.06581059098243713
chlorides,0.06156966090202332
total_sulfur_dioxide,0.06113021075725555
citric_acid,0.05870047584176064
density,0.05755054950714111
pH,0.05578948929905891
fixed_acidity,0.03482850641012192
