Feature,Importance
C2,0.1554590612649918
C5,0.1456151157617569
C3,0.138270229101181
C1,0.1373009234666824
C4,0.1320110261440277
S2,0.08009009063243866
S5,0.06850381195545197
S3,0.06484779715538025
S1,0.04489568993449211
S4,0.03300635144114494
