Accuracy,F1_score,AUC,time,cpu_before(%),cpu_after(%),cpu_occupied(%),Unnamed: 7,0.1
0.8476034764650202,0.7960180789971336,,3.486928224563599,14.3,21.7,7.399999999999999,,
,,,,,,,,
Accuracy,F1_score,AUC,time,cpu_before(%),cpu_after(%),cpu_occupied(%),,0.5
0.8647550858834464,0.8453492779013337,,15.13556885719299,15.7,18.9,3.199999999999999,,
,,,,,,,,
Accuracy,F1_score,AUC,time,cpu_before(%),cpu_after(%),cpu_occupied(%),,1.0
0.8711823274786366,0.855917684503746,,37.44736361503601,14.2,31.7,17.5,,
