Accuracy,F1_score,AUC,time,cpu_before(%),cpu_after(%),cpu_occupied(%),memory_used(MB)
0.907110472188433,0.7520771533110298,0.9349007339021533,1.0010719299316406,28.8,86.2,57.400000000000006,249.69921875
