Accuracy,F1_score,AUC,time,cpu_before(%),cpu_after(%),cpu_occupied(%),memory_used(MB)
0.906668141103616,0.736513690269055,0.9270785960916795,3.2123515605926514,31.9,90.8,58.9,162.1484375
