Feature,Importance
duration,0.2839508819737923
balance,0.1081335158459556
age,0.1009876477580869
day_of_week,0.08983418985141632
month,0.08647402482704453
poutcome,0.07026976960194374
job,0.04910099252755273
pdays,0.04633324036106154
campaign,0.03856909004716318
education,0.02655427394898128
