Feature,Importance
Elevation,0.2418154458697057
Horizontal_Distance_To_Roadways,0.1180903429760604
Horizontal_Distance_To_Fire_Points,0.1104740984809914
Horizontal_Distance_To_Hydrology,0.06051669720372143
Vertical_Distance_To_Hydrology,0.05742461823529899
Aspect,0.04760000003100236
Hillshade_Noon,0.04316309265314443
Hillshade_3pm,0.04121708548601195
Hillshade_9am,0.04067415685454819
Wilderness_Area4,0.03378543067434181
