val_rmse,test_rmse,val_mae,test_mae,val_r2,test_r2,train_time_seconds,cpu_before_percent,cpu_after_percent
0.4959370561306353,0.5110654128557967,0.3238077513169848,0.3335793560804265,0.8169258080496309,0.8130433696505273,4.555288076400757,36.1,43.5
