Feature,Importance
MedInc,0.5069675473418129
AveOccup,0.1390888109932431
Latitude,0.09861765420530115
Longitude,0.0945522289398077
HouseAge,0.05471486658841836
AveRooms,0.043045939202122
Population,0.0321142374396472
AveBedrms,0.03089871528964749
