RMSE,MAE,R2,time,cpu_before(%),cpu_after(%),cpu_occupied(%),memory_used(MB)
0.4737330562841351,0.3120950115388329,0.8393594171205966,0.22728419303894043,27.3,96.7,69.4,111.44921875
