Feature,Importance
C4,0.1467337134246715
C5,0.1460764402673999
C2,0.1453105860976158
C3,0.1452675788876016
C1,0.1445933279996691
S1,0.0563081753155893
S3,0.05429199845181792
S5,0.05426028142211647
S4,0.0537449037101612
S2,0.05341299442335737
