RMSE,MAE,R2,time,cpu_before(%),cpu_after(%),cpu_occupied(%),memory_used(MB)
0.46979981368183665,0.30605735923600724,0.8287793329295234,0.2719283103942871,17.4,96.5,79.1,111.7578125
