Accuracy,F1_score,AUC,time,cpu_before(%),cpu_after(%),cpu_occupied(%),memory_used(MB)
0.8718629076838033,0.8186983550668703,0.9283922334206599,0.9638411998748779,34.5,75.6,41.099999999999994,242.76171875
