Feature,Importance
fnlwgt,0.2618373629701725
age,0.1831578244434152
hours-per-week,0.1044939321372619
occupation,0.08932396253436892
education-num,0.05654435710816939
capital-gain,0.051865117025402
relationship,0.05118184544796407
workclass,0.04938940278280832
marital-status,0.03611293195807538
education,0.03580416058440409
