Feature,Importance
MedInc,0.5216891407629521
AveOccup,0.14051698347148
Latitude,0.08728455965160177
Longitude,0.0854319600910829
HouseAge,0.05667542240626718
AveRooms,0.04598719255422173
Population,0.03289760231093305
AveBedrms,0.02951713875146106
