RMSE,MAE,R2,time,cpu_before(%),cpu_after(%),cpu_occupied(%),memory_used(MB)
0.4747332668629067,0.3087365034528562,0.8270578354391632,0.28959083557128906,18.8,96.2,77.4,111.91015625
