Feature,Importance
MedInc,0.4755183160305023
AveOccup,0.1451570391654968
Longitude,0.1150491312146187
Latitude,0.09643013775348663
HouseAge,0.06952738016843796
AveRooms,0.04584135115146637
AveBedrms,0.02671431191265583
Population,0.02576236799359322
