RMSE,MAE,R2,time,cpu_before(%),cpu_after(%),cpu_occupied(%),memory_used(MB)
0.5133641186535748,0.3312151215600777,0.8113577741171702,4.818274974822998,32.2,96.4,64.2,344.3828125
