Feature,Importance
MedInc,0.5134929739632248
AveOccup,0.1377046577650765
Latitude,0.09258562626780065
Longitude,0.09215532136755644
HouseAge,0.05499887469279136
AveRooms,0.04599362479893648
Population,0.03250733951933821
AveBedrms,0.03056158162527561
